sentence,source,target,relation
"He drew up the windows on either side, tapped on the wood-work, and away we went as fast as the horse could go.""",fast,,['drew']
 A boy hits the pi√±ata until it falls while the boy cover his eyes with a blue cloth.,boy,blue,['hits']
The lama sat down.,lama,,['sat']
"Four-and-twenty hours ago, and he deemed himself the most miserable and forlorn of human beings, and now all the blessings of the world seemed showered at his feet!",now,,['deemed']
"""Yes, I suppose so; I suppose they flew back.""",they,,['suppose']
  There are a lot of different action shows taking place.,,different,['are']
A small quote comes across the screen and the title pages follows.,title,pages,"['comes', 'across']"
"The white man would keep the house in repair, the black would let it rot.",it,repair,['let']
"I'd rather turn Carlist myself, or brigand.",I,rather,['turn']
The video is represented by North Face and Cliff Bar where they show mountain climbers at Yosemite National Park.,where,North,"['represented', 'by']"
"For an instant he could not utter a word; then, shrugging his shoulders, he muttered in a low voice: ""Catastrophe prematurely exploded!"" ""What are you going to do with these chickens?"" persisted Barbican.",prematurely,,['persisted']
She raised her eyebrows in surprise.,She,surprise,['raised']
"His amazing egotism was his one vulnerable point, the single blind spot on his crafty powers of reasoning--and that egotism would sway and bend to any seeming of relenting in her.",crafty,,['was']
 Another person is seen riding from behind while people hold onto the camels.,people,camels,['seen']
"But no one moved, for the funeral ceremonies were not yet over.",funeral,ceremonies,['moved']
"Beyond this member of the softer sex, at the end of the bench, sat 'Silly Jim', a young man afflicted with hydrocephalus, who rolled his head from side to side, and gazed at the point of his nose.",young,,['sat']
"""But there's one thought that strikes me just now--do you remember what Burchill's old landlady at Upper Seymour Street told us?""",old,,['remember']
"He's been like that for two or three days, squatting sulky-fashion and meditating over the churning of the water.",He,sulky,"['been', 'like']"
A man is wearing an apron and standing in his kitchen.,man,kitchen,['wearing']
"Bring suit of clothes, linen, money, mother, and Maisie by next train to Dundee.",,next,['Bring']
 A girl dives off the diving board and people cheer.,diving,people,"['dives', 'off']"
"""Since all this happened I have had the facts of the case placed before me.",I,me,['had']
A man cleaning a shoe that's sitting on a black mat in front of him.,that,black,['man']
" Then, she washes a dish with the brush, then she explains showing the brush.",then,,['explains']
"Once, butting through Lennox Gardens on her way to that vast, desolate King's Road which stretches its length out into regions unknown to those whose London is the West End, she happened upon Freddie Rooke, who had been paying a call in his best, and a pair of white spats which would have cut his friend Henry to the quick.",white,,"['happened', 'upon']"
"Moritz, Egypt or New York, there was no time to hunt up the vanished or to wait for the laggard.",,Moritz,['was']
   The camera zooms in on the drink and fades to black to end the video.,camera,video,['nothing']
In a few minutes the hall had filled up nicely.,few,,['filled']
"I remember putting out my hands and trying to say something, but the figure caught me roughly by the shoulders and knocked me back against the door frame.",figure,back,['remember']
 They are cheering as several professional skateboarders perform stunts in a ramp pit.,professional,,['cheering']
 She is laying on a chair getting her foot tattooed.,foot,chair,"['laying', 'on']"
Why do you place me upon such a pedestal?,Why,,['place']
"Bathalda offered to carry the spear, in addition to his own weapon, but Roger told him that he did not care about it.",he,it,['offered']
His mouth opened a little as though it had tasted old bitterness.,it,old,['opened']
John Swain cleared.,John,Swain,['cleared']
They went down with a clatter.,They,clatter,['went']
Haji Wasub was on deck and ready to carry out the white man's commands.,Haji,Wasub,"['was', 'on']"
"Mr. Hurley, having given a little ironic bow, turned to leave and found himself fronting Audrey, who stiffly ignored his salute.",who,stiffly,['turned']
"But this remark emboldened him: ""You love me!"" he said with rapture, and he threw his arm round the gypsy's waist.",he,waist,"['said', 'with']"
 One man without glasses is bending on the side to with his weight.,One,,"['bending', 'on']"
A boy is smiling up at the man whose shoe he is shining.,he,shoe,['smiling']
 The cameraman zooms in on the mans hands as he's playing and zooms back out.,mans,,['zooms']
 Several other people in the class can be seen on stationary bicycles in the mirror behind the instructor.,other,,"['seen', 'on', 'stationary']"
"He dreamt of the day when he should be able to install his beautiful Jessie in one of those up-town palaces in New York; when an army of servants should anticipate her every desire; when the twins should be launched upon the finest academies the country possessed, to gorge their young minds to the full with all that which the minds of the children of earth's most fortunate must be stored.",young,,"['dreamt', 'of']"
Michael shook his head.,Michael,head,['shook']
 He shows off the renovator can.,He,can,"['shows', 'off']"
"Both of them thus, in future days, claimed the education of the famous Ravenswing; and even Sir George Thrum, though he wished to ecraser the Ligonier, pretended that her present success was his work because once she had been brought by her mother, Mrs. Larkins, to sing for Sir George's approval.",she,Sir,['claimed']
"A moment later the burning balloon, or what there was left of it, settled down into the lake, hissing angrily as the fire was quenched by the water and completely covering the spot where, but a few seconds before, the man had been swimming.",before,,['swimming']
 A different team of jump ropers watches in the background.,different,,"['watches', 'in']"
A gymnast is seen performing a routine on a set of uneven bars doing various flips and tricks.,gymnast,various,['seen']
 The camera switches to a more side view of the dog.,camera,side,"['switches', 'to']"
"The sounds of the instruments floated along the flowing and smooth water, reaching the ears and attracting the attention of many who, for a time, rested from their labour, or hung listlessly over the gunnels of the vessels, watching the boats, and listening to the harmony.",flowing,,"['floated', 'along']"
"He ran after her, dashed into the thicket, and brought forth the horse.",He,horse,"['ran', 'after']"
"He had admired her singing, and Monsignor had admired her singing; but she was determined not to sing until Monsignor had asked her to sing, and when he has asked her to go to the convent she had gone.",she,convent,['admired']
"Lightnings flashed in the cerulean sky, and the deep-voiced thunder rolled from one end of the firmament to the other.",voiced,,"['flashed', 'in']"
Was she to go on thus forever with these kind friends?,she,kind,['Was']
Now and then a taxicab sped through the avenues of darkness like a criminal pursued by the impalpable.,then,,"['sped', 'through']"
 There's another man walking on the tight rope.,,tight,"[""'s""]"
