text,SRC,REL,TGT
politician delivers a speech at a meeting .,politician,delivers,speech
workers loading luggage into a jet at the airport,workers,loading,luggage
fossils preserved remains or traces of an organism that lived in the past .,fossils,preserved,remains
firemen cool down kids on hot day,firemen,cool,kids
customers browse footwear in the flagship store,customers,browse,footwear
ideas make your garden interesting with the use of a water feature,ideas,make,use
The dog was really wild and barked a lot.,dog,barked,lot
sheep grazing around a heart shaped meadow on farmland,sheep,grazing,heart
students relax on the lawn,students,relax,lawn
time lapse of milky way rising above horizon with clouds moving in and out on a dark night,lapse,of,way
the wall of a military base is decorated with murals .,wall,of,base
statue of military commander moved to this location outside english gothic structure,statue,of,commander
heart decorated with a pattern of flowers and herbs,heart,decorated,pattern
shot of a lake scenic in summer .,shot,of,summer
Small refrigerator with laptop on top next to wooden desk.,refrigerator,with,laptop
pillow cover featuring digitally printed image of author .,cover,featuring,image
Lights are lit up around a mirror and above two sinks in a bathroom.,Lights,lit,mirror
footballer salutes the crowd after the match .,footballer,salutes,crowd
A short train is traveling through a junction.,train,traveling,junction
featured image for if the cast wore fashion,image,featured,fashion
coloured headbands for hair and flowers to decorate the hairstyle for little girl,headbands,coloured,hair
footballer acknowledges supporters as he congratulates soccer player at the end of the group stage match .,footballer,acknowledges,supporters
stairs lead to a concrete terrace that wraps the outside of the home,stairs,lead,terrace
fireworks light up the sydney harbour bridge and expressionist structure as part of new year celebrations,fireworks,light,structure
prince prince of wales visits architect inspired book,prince,of,wales
biological species peers out from its home in forest .,species,peers,home
A dish covered in aluminum foil is baking in an oven. ,dish,covered,foil
super cars and classics supercars for sale in the year,cars,supercars,sale
local youths participated in the event on the weekend .,youths,participated,event
access to the upper levels is provided via stairs and an elevator,access,to,levels
A group of people look for things to buy in a market,group,of,people
a mallard duck in flight across a pond whilst quacking,duck,in,flight
spider and his prey in the web,spider,in,web
vital questions you need to ask before sponsoring an event,questions,need,event
religious leader leads a mass,leader,leads,mass
national park with horses grazing in a meadow with the towering peaks above,park,with,horses
farmer carrying harvested tobacco leaves in a basket on shoulders until his wooden cart,farmer,carrying,leaves
the satellite will be launched on a rocket thursday .,satellite,launched,rocket
the state of the roads in the country is good,state,of,roads
president congratulates olympic athlete on winning the award for a second consecutive year,athlete,on,award
watercolor seamless pattern bouquet of roses in bud,bouquet,of,roses
the team lead the pack as they make their way through a city during stage .,team,lead,pack
A train moving in a city near traffic lights. ,train,moving,city
the rising moon behind a cross on a mountain,moon,rising,cross
Two teddy bears are arranged around a tiny Christmas tree.,bears,arranged,tree
singer performs in the concert,singer,performs,concert
time lapse clouds rise from trees in the mountain,clouds,rise,trees
mountains illuminated by the sun and the lake,mountains,illuminated,sun
tractor start moving on the big green field and preparing hay,start,on,field
ruins of a town located with covered jungle,ruins,of,town
strong thunderstorm with the rain over a city through window glass,thunderstorm,with,rain
Girl smiling at camera while she eats a slice of pizza.,Girl,smiling,camera
ostriches do not bury their heads in the sand .,ostriches,bury,heads
A man is filling out an amortization table while explaining how it works.,man,filling,table
a very old olive tree living the good life .,tree,living,life
light is the only thing you need in darkness .,light,need,darkness
government agency said it was too early to say whether freezing conditions had contributed to the accident,agency,said,accident
annual flowering arable weed in a wheat crop,weed,in,crop
coach of football player looks on during the match,coach,of,player
with a local pilot aboard the ship navigates the dredged channel into a city,pilot,with,ship
person gives football player a yellow card for a foul in the box during the match .,person,gives,card
mist hovering over a cold lake and trees,mist,hovering,lake
The elephant is greeting the crowd with its trunk. ,elephant,greeting,crowd
bottles of drugs on counter at a pharmacy,bottles,of,drugs
A small herd of sheep run down the road.,herd,of,sheep
olympic athlete during the match vs country,athlete,during,match
viruses are complex organisms that damage healthy cells in the human body .,viruses,damage,cells
polar bears at zoo lay and sleep close to each other,bears,at,zoo
walkers on the final ridge on their way to the summit,walkers,on,ridge
Two men in the living room looking at the couch.,men,in,room
traffic at a standstill after crash,traffic,at,standstill
abandoned boat at the beach,boat,abandoned,beach
An elephant in a zoo enclosure reaching with his trunk for a hanging toy.,elephant,in,enclosure
mission style bathroom mirror i custom made from salvaged flooring to finish the remodel,mirror,made,flooring
pupils in the third year of a primary school learn in class .,pupils,in,year
shepherds taking their flock of sheep into the hills,shepherds,taking,flock
The little boy is sweeping the leaves off of the deck.,boy,sweeping,leaves
A microwave and toaster on a counter top.,microwave,on,top
another bathroom is located near the bedrooms .,bathroom,located,bedrooms
daughter of ambassador feeding a horse,daughter,of,ambassador
clouds and sky from the window of an aircraft,clouds,from,window
farmers load the hay on a wagon pulled by horses,farmers,load,hay
