sentence,source,target,relation
Two men take photographs of each other while a scantilyclad woman holds a sign.,scantilyclad,woman,['take']
Many fencing terms are also from French.,Many,fencing,['are']
See also cryobiology.,,also,['See']
At the same time countryspecific studies of the works reception have been written.,same,countryspecific,['written']
A boy is trying to blow a huge bubble using a giant metal ring.,boy,giant,['trying']
A man riding a horse at a rodeo.,,rodeo,['man']
From a technical point of view the MPThreestandard is completely outdated and yet its still very successful.,technical,,['is']
A blond woman with sunglasses on and a brunette with shorts on are walking together.,blond,,['walking']
I adjure thee by God that thou torment me not.,thou,me,['adjure']
The coin is manufactured using a patented distinctive bimetallic coinlocking mechanism.,coin,coinlocking,['manufactured']
The Riga Business School is a management–education institution within Riga Technical University.,Riga,Business,['is']
Guilty as charged.,,,['Guilty']
A woman posing in a Wonder Woman costume holding a copper colored purse.,,colored,['woman']
An older man in a light green shirt and dark green pants holds the hand of an older woman as they pass an outside eatery with teal umbrellas.,older,,['holds']
Several changes of water bath are necessary to clear the print.,Several,,"['are', 'necessary']"
An adult dressed in black holds a stick.,adult,stick,['holds']
A man enjoys a treat on a crowded street.,man,crowded,['enjoys']
Two men sitting down inside one of them holding an instrument case.,,down,['men']
They were left behind by somebody.,They,behind,['left']
Both these precedents have been followed ever since.,precedents,,['followed']
And in truth she was not afraid of them.,she,them,['was']
The record was set by Eric Burns at the Bonneville Salt Flats.,record,Bonneville,"['set', 'by']"
Artek have their own inhouse designers such as renown Ben af Schulten.,Artek,renown,['have']
The tracks end at bumper blocks just beyond the west end of the platform.,tracks,just,"['end', 'at']"
There are those who do their Chinese tertiary education in Taiwan or China.,who,tertiary,['are']
Panin opposed to introduce jury and attorneys into the Russian trial system.,Panin,Russian,['opposed']
The village boasts two pubs The Rising Sun and The Kings Head.,village,two,['boasts']
The hymn was also printed on leaflets in Genoa by the printing office Casamara.,hymn,also,"['printed', 'on']"
‘Not at all’ said the King.,all,,['said']
The Bois de Vincennes is also located in this arrondissement.,Bois,de,"['located', 'in']"
His vision of Helsinki is critical and singularly unromantic.,vision,Helsinki,"['is', 'critical']"
One minute to go.,,,['minute']
However the archaeological excavations at Ayodhya have not revealed any settlement before that date.,archaeological,,['revealed']
Were nearing the end of the beginning and that feels great.,that,beginning,['nearing']
A police officer stands between dragons in a Chinese New Year celebration.,police,officer,"['stands', 'between']"
Give Chaters Annual a two out of 6 rating.,,6,['Give']
A certain lifestyle usually distinguishes the members of different status groups.,certain,,['distinguishes']
He who hesitates is lost.,who,,['lost']
two gay guys having fun with a weiner.,,gay,['guys']
Rock Steady sold approximately three million copies.,Rock,Steady,['sold']
Three men in bright clothing work on street with railroad tracks.,,bright,"['men', 'in', 'bright']"
This can be done internally without the use of media.,This,internally,['done']
He wrote his last novel there at the inn.,He,there,['wrote']
Three women leap into the air in joy on the shore.,Three,,"['leap', 'into']"
Prime Minister Smt.,,,['Smt']
Thats too far from the bedroom.,That,far,['s']
We found that the postman was rather wary of our labrador.,postman,rather,['found']
After Williams death Marot returned to Holland where he lived out his life.,where,,"['returned', 'to']"
Tintner was described as one of the greatest living Bruckner conductors.,Tintner,living,"['described', 'as']"
I finally purchased a private jet.,I,private,['purchased']
Clothes are disposed of too early because of changing fashion trends.,Clothes,too,"['disposed', 'of']"
Hull first used Emu as a puppet in this show.,Hull,first,['used']
A man bathes in a waterfall as another man looks on.,man,waterfall,"['bathes', 'in']"
Will we ever forget it.,we,ever,['forget']
Four men place cones into the back of a work truck.,Four,,['place']
And what type of people come to practise at your gallery.,type,gallery,['come']
“Oh damn” said the young man.,young,,['said']
I was beside myself upon hearing the news.,I,news,"['was', 'beside']"
Though both generals were highly competent Epaminondas prevailed at Mantinea.,highly,,"['prevailed', 'at']"
people are cleaning windows in a dark environment.,people,dark,['cleaning']
The first postmaster was William T Cook.,first,,['was']
A man wearing a blue shirt is in a room full of bicycle tires while fixing the tire on a bike.,man,full,"['is', 'in']"
Together these modes allow the blitter to draw individual flatshaded polygons.,blitter,flatshaded,['allow']
The heuristic function is just an estimate of the lag.,heuristic,,['is']
Bird s eye view of a city worker walking on the street.,,city,"['view', 'of']"
Jane Stevenson of Jam.,,Jane,"['Stevenson', 'of']"
The Cerenerian Sea is a great skyblue ocean in the Dreamlands.,Cerenerian,Sea,['is']
The list included Cyanophyceae Chlorophyceae Phaeophyceae Rhodophyceae lichens and two species of Zostera.,Chlorophyceae,Phaeophyceae,['included']
The faculty was housed in the main building known as the Science Block.,faculty,main,"['housed', 'in']"
The name of the vessel became an icon for Cuban communism.,name,Cuban,['became']
I rely on automatic formatting in my text editor to keep the code neat.,I,automatic,"['rely', 'on', 'automatic']"
There were a great many ink bottles.,,,['were']
Collie dog digs in sand.,Collie,dog,"['digs', 'in']"
He also served as Assistant Deputy Commissioner Governor of Punjab.,He,also,"['served', 'as']"
Children can be mischievous.,Children,,"['be', 'mischievous']"
Their style of music is described by the group as traditional South African.,style,South,"['described', 'by']"
Lord Tokugawa appears in James Clavells novel GaiJin as Nobusada Toranaga.,Lord,Tokugawa,"['appears', 'in']"
You might as well live dear.,You,,"['live', 'dear']"
A man with an orange hard hat sits anchored in a tree while working.,man,hard,['sits']
An older man in a white shirt riding a motorcycle.,,white,"['man', 'in']"
This marked the end of P and Os operations from Portsmouth.,This,P,['marked']
The name is Khoekhoen and means couchgrass Afrikaans kweek.,name,couchgrass,['is']
Two people were killed and several were injured in the incident.,several,incident,['killed']
The player characters navigate the dungeon and attack monsters.,player,characters,['navigate']
Sciences Po Lyon has partnerships with universities in France and abroad.,Sciences,Po,['has']
The refuge provides valuable winter habitat for waterfowl and shorebirds.,refuge,valuable,"['provides', 'valuable']"
It is one of the western suburbs of the city of Lausanne.,It,western,['is']
Old man with a DSLR camera in one hand sitting on a curb pondering an idea.,,one,"['man', 'with']"
I want a better worklife balance.,I,better,['want']
He is also a member of the World Future Council.,He,also,['is']
Hence the trekkers are advised to carry bugs repellant creams and thick boots.,Hence,,['advised']
I need to add to the funk soul disco playlist my favorite artist.,I,soul,['need']
The Bloodhound Gang mysteries were written by Newbery Medalwinning childrens author Sid Fleischman.,Bloodhound,Gang,"['written', 'by']"
A man in a yellow shirt is running in a race.,man,yellow,"['running', 'in']"
In response to the General Courts defiance Governor Francis Bernard dissolved the assembly.,Governor,Francis,['defiance']
The book has been translated into English on two separate occasions.,book,separate,"['translated', 'into']"
The nature of the information may vary between experiments.,nature,experiments,"['vary', 'between']"
Who is your favourite author.,,,['is']
She later earned a Bachelor of Science degree from the University of Massachusetts Amherst.,She,Bachelor,['earned']
An elderly woman rides a bicycle along a city street.,elderly,,['rides']
Its county seat is Hampton.,county,seat,['is']
Free was traded to the Golden State Warriors in exchange for guard Phil Smith.,Free,guard,"['traded', 'to']"
The oval green table was spread out beneath him littered with banknotes.,green,,['spread']
In German it was known as Bewiler though this is not used currently.,this,Bewiler,"['known', 'as']"
A man is standing on a subway leaning against a pole.,man,pole,"['standing', 'on']"
The exhibit is separated into seven areas.,exhibit,seven,"['separated', 'into']"
Bassetts have released two varieties of allsorts that do not feature any liquorice.,two,,['released']
Two young women knitting clothing.,,young,['women']
The one Italian gymnast won no medals in a heavily Francedominated single event.,Italian,,['won']
The three programmes were titled Invasion Immigration and Infusion.,three,,['titled']
Two horses are looking at a small child.,Two,,"['looking', 'at']"
But he held her face firmly and finished his work.,he,firmly,['held']
The ecology exam went pretty well in the circumstances.,ecology,exam,['went']
